#,Date,Transact. No,Buyer,Seller,Qty,Rate,Amount
2269,2021/01/21,2021012103010965,51,49,500,186.0,93000.0
2271,2021/01/21,2021012103010400,58,22,100,188.0,18800.0
2273,2021/01/21,2021012103009894,14,22,100,188.0,18800.0
2275,2021/01/21,2021012103009787,58,28,200,187.0,37400.0
2277,2021/01/21,2021012103009515,56,17,200,186.0,37200.0
2279,2021/01/21,2021012103009143,5,49,40,187.0,7480.0
2281,2021/01/21,2021012103009139,35,49,200,187.0,37400.0
2283,2021/01/21,2021012103009135,55,49,10,187.0,1870.0
2285,2021/01/21,2021012103009131,38,49,100,187.0,18700.0
2287,2021/01/21,2021012103009127,39,49,100,187.0,18700.0
2289,2021/01/21,2021012103008857,21,26,32,188.0,6016.0
2291,2021/01/21,2021012103008677,59,49,100,188.0,18800.0
2293,2021/01/21,2021012103008673,17,49,800,188.0,150400.0
2295,2021/01/21,2021012103008669,42,49,100,188.0,18800.0
2297,2021/01/21,2021012103008665,18,49,20,188.0,3760.0
2299,2021/01/21,2021012103008556,41,28,200,190.0,38000.0
2301,2021/01/21,2021012103012822,50,21,64,185.0,11840.0
2303,2021/01/21,2021012103012818,55,21,226,185.0,41810.0
2305,2021/01/21,2021012103012359,55,11,158,185.0,29230.0
2307,2021/01/21,2021012103012264,20,28,161,185.0,29785.0
2309,2021/01/21,2021012103011720,45,3,50,186.0,9300.0
2311,2021/01/21,2021012103011551,4,11,320,187.0,59840.0
2313,2021/01/21,2021012103011123,40,45,20,187.0,3740.0
2315,2021/01/21,2021012103011072,40,35,70,187.0,13090.0
2317,2021/01/21,2021012103010984,22,16,20,186.0,3720.0
2319,2021/01/21,2021012103010966,26,49,50,186.0,9300.0
2321,2021/01/21,2021012103010832,47,22,100,188.0,18800.0
2323,2021/01/21,2021012103009895,22,22,500,188.0,94000.0
2325,2021/01/21,2021012103009788,45,28,100,187.0,18700.0
2327,2021/01/21,2021012103009516,3,17,100,186.0,18600.0
2329,2021/01/21,2021012103009224,42,36,1200,189.0,226800.0
2331,2021/01/21,2021012103009140,29,49,50,187.0,9350.0
2333,2021/01/21,2021012103009136,59,49,50,187.0,9350.0
2335,2021/01/21,2021012103009132,45,49,100,187.0,18700.0
2337,2021/01/21,2021012103009128,25,49,300,187.0,56100.0
2339,2021/01/21,2021012103008858,21,21,50,190.0,9500.0
2341,2021/01/21,2021012103008678,51,49,500,188.0,94000.0
2343,2021/01/21,2021012103008674,28,49,50,188.0,9400.0
2345,2021/01/21,2021012103008670,34,49,50,188.0,9400.0
2347,2021/01/21,2021012103008666,21,49,100,188.0,18800.0
2349,2021/01/21,2021012103008662,11,49,938,188.0,176344.0
2351,2021/01/21,2021012103012891,50,51,200,185.0,37000.0
2353,2021/01/21,2021012103012819,1,21,100,185.0,18500.0
2355,2021/01/21,2021012103012424,13,45,50,187.0,9350.0
2357,2021/01/21,2021012103012278,20,19,139,185.0,25715.0
2359,2021/01/21,2021012103011809,41,3,372,186.0,69192.0
2361,2021/01/21,2021012103011552,54,11,500,187.0,93500.0
2363,2021/01/21,2021012103011124,22,45,980,186.0,182280.0
2365,2021/01/21,2021012103011073,40,52,60,187.0,11220.0
2367,2021/01/21,2021012103010986,42,55,100,187.0,18700.0
2369,2021/01/21,2021012103010967,26,49,500,186.0,93000.0
2371,2021/01/21,2021012103010932,45,55,200,187.0,37400.0
2373,2021/01/21,2021012103010205,26,1,200,187.0,37400.0
2375,2021/01/21,2021012103009827,6,53,100,188.0,18800.0
2377,2021/01/21,2021012103009517,41,17,190,186.0,35340.0
2379,2021/01/21,2021012103009473,33,49,750,189.0,141750.0
2381,2021/01/21,2021012103009141,19,49,50,187.0,9350.0
2383,2021/01/21,2021012103009137,48,49,1000,187.0,187000.0
2385,2021/01/21,2021012103009133,13,49,100,187.0,18700.0
2387,2021/01/21,2021012103009129,16,49,100,187.0,18700.0
2389,2021/01/21,2021012103008859,21,49,18,190.0,3420.0
2391,2021/01/21,2021012103008691,14,49,32,188.0,6016.0
2393,2021/01/21,2021012103008675,51,49,100,188.0,18800.0
2395,2021/01/21,2021012103008671,18,49,20,188.0,3760.0
2397,2021/01/21,2021012103008667,42,49,250,188.0,47000.0
2399,2021/01/21,2021012103008663,45,49,200,188.0,37600.0
2301,2021/01/21,2021012103008419,55,17,50,189.0,9450.0
2303,2021/01/21,2021012103008375,35,6,1000,190.0,190000.0
2305,2021/01/21,2021012103008319,48,52,220,189.0,41580.0
2307,2021/01/21,2021012103008236,50,37,188,189.0,35532.0
2309,2021/01/21,2021012103008135,22,14,120,189.0,22680.0
2311,2021/01/21,2021012103008045,48,29,21,190.0,3990.0
2313,2021/01/21,2021012103008017,42,42,140,190.0,26600.0
2315,2021/01/21,2021012103007714,17,42,100,190.0,19000.0
2317,2021/01/21,2021012103007547,41,21,30,190.0,5700.0
2319,2021/01/21,2021012103007229,57,8,500,191.0,95500.0
2321,2021/01/21,2021012103007225,57,56,100,191.0,19100.0
2323,2021/01/21,2021012103007035,41,57,800,191.0,152800.0
2325,2021/01/21,2021012103006427,58,40,200,190.0,38000.0
2327,2021/01/21,2021012103006079,41,8,100,190.0,19000.0
2329,2021/01/21,2021012103005678,45,57,50,191.0,9550.0
2331,2021/01/21,2021012103005673,6,26,10,190.0,1900.0
2333,2021/01/21,2021012103005484,38,17,100,190.0,19000.0
2335,2021/01/21,2021012103005396,43,35,10,190.0,1900.0
2337,2021/01/21,2021012103004847,22,1,268,190.0,50920.0
2339,2021/01/21,2021012103004693,13,56,90,190.0,17100.0
2341,2021/01/21,2021012103004599,57,54,390,190.0,74100.0
2343,2021/01/21,2021012103004545,38,39,40,190.0,7600.0
2345,2021/01/21,2021012103004372,56,57,900,191.0,171900.0
2347,2021/01/21,2021012103004198,45,57,100,191.0,19100.0
2349,2021/01/21,2021012103003923,48,59,217,189.0,41013.0
2351,2021/01/21,2021012103008421,41,17,50,189.0,9450.0
2353,2021/01/21,2021012103008417,35,17,20,190.0,3800.0
2355,2021/01/21,2021012103008359,48,50,510,189.0,96390.0
2357,2021/01/21,2021012103008317,50,52,260,189.0,49140.0
2359,2021/01/21,2021012103008205,18,34,20,189.0,3780.0
2361,2021/01/21,2021012103008107,36,7,500,190.0,95000.0
2363,2021/01/21,2021012103008034,55,42,10,190.0,1900.0
2365,2021/01/21,2021012103007750,57,42,50,190.0,9500.0
2367,2021/01/21,2021012103007712,56,42,100,190.0,19000.0
2369,2021/01/21,2021012103007356,17,33,300,191.0,57300.0
2371,2021/01/21,2021012103007227,57,13,20,191.0,3820.0
2373,2021/01/21,2021012103007099,58,40,200,190.0,38000.0
2375,2021/01/21,2021012103006569,58,57,50,191.0,9550.0
2377,2021/01/21,2021012103006262,36,51,100,190.0,19000.0
2379,2021/01/21,2021012103005821,45,57,50,191.0,9550.0
2381,2021/01/21,2021012103005675,37,26,300,190.0,57000.0
2383,2021/01/21,2021012103005648,58,57,100,191.0,19100.0
2385,2021/01/21,2021012103005482,43,17,290,190.0,55100.0
2387,2021/01/21,2021012103005167,19,1,153,190.0,29070.0
2389,2021/01/21,2021012103004845,13,42,10,190.0,1900.0
2391,2021/01/21,2021012103004664,25,34,90,190.0,17100.0
2393,2021/01/21,2021012103004547,35,39,890,190.0,169100.0
2395,2021/01/21,2021012103004541,41,57,100,191.0,19100.0
2397,2021/01/21,2021012103004246,36,6,500,190.0,95000.0
2399,2021/01/21,2021012103004165,45,57,1000,191.0,191000.0
2401,2021/01/21,2021012103008420,45,17,50,189.0,9450.0
2403,2021/01/21,2021012103008376,35,26,80,190.0,15200.0
2405,2021/01/21,2021012103008333,48,45,40,189.0,7560.0
2407,2021/01/21,2021012103008242,47,58,200,190.0,38000.0
2409,2021/01/21,2021012103008204,22,34,380,189.0,71820.0
2411,2021/01/21,2021012103008046,48,34,49,190.0,9310.0
2413,2021/01/21,2021012103008018,42,42,60,190.0,11400.0
2415,2021/01/21,2021012103007715,28,42,500,190.0,95000.0
2417,2021/01/21,2021012103007678,58,33,50,191.0,9550.0
2419,2021/01/21,2021012103007230,57,33,620,191.0,118420.0
2421,2021/01/21,2021012103007226,57,34,100,191.0,19100.0
2423,2021/01/21,2021012103007045,41,57,100,191.0,19100.0
2425,2021/01/21,2021012103006509,58,52,100,190.0,19000.0
2427,2021/01/21,2021012103006261,36,8,100,190.0,19000.0
2429,2021/01/21,2021012103005797,49,57,200,191.0,38200.0
2431,2021/01/21,2021012103005674,4,26,10,190.0,1900.0
2433,2021/01/21,2021012103005485,49,17,10,190.0,1900.0
2435,2021/01/21,2021012103005471,43,1,200,190.0,38000.0
2437,2021/01/21,2021012103004976,19,1,32,190.0,6080.0
2439,2021/01/21,2021012103004749,6,34,50,190.0,9500.0
2441,2021/01/21,2021012103004663,57,34,110,190.0,20900.0
2443,2021/01/21,2021012103004546,10,39,50,190.0,9500.0
2445,2021/01/21,2021012103004532,56,57,200,191.0,38200.0
2447,2021/01/21,2021012103004240,19,57,250,191.0,47750.0
2449,2021/01/21,2021012103003992,8,57,60,191.0,11460.0
2451,2021/01/21,2021012103008422,38,17,38,188.0,7144.0
2453,2021/01/21,2021012103008418,48,17,230,189.0,43470.0
2455,2021/01/21,2021012103008366,38,26,20,190.0,3800.0
2457,2021/01/21,2021012103008318,38,52,300,189.0,56700.0
2459,2021/01/21,2021012103008206,50,34,51,189.0,9639.0
2461,2021/01/21,2021012103008134,48,14,380,189.0,71820.0
2463,2021/01/21,2021012103008044,48,42,130,190.0,24700.0
2465,2021/01/21,2021012103007753,42,42,100,190.0,19000.0
2467,2021/01/21,2021012103007713,41,42,10,190.0,1900.0
2469,2021/01/21,2021012103007388,58,1,1000,190.0,190000.0
2471,2021/01/21,2021012103007228,57,21,500,191.0,95500.0
2473,2021/01/21,2021012103007224,57,57,160,191.0,30560.0
2475,2021/01/21,2021012103006609,38,57,400,191.0,76400.0
2477,2021/01/21,2021012103006263,36,40,800,190.0,152000.0
2479,2021/01/21,2021012103006000,19,8,300,190.0,57000.0
2481,2021/01/21,2021012103005676,48,26,158,189.0,29862.0
2483,2021/01/21,2021012103005672,49,26,32,190.0,6080.0
2485,2021/01/21,2021012103005483,44,17,100,190.0,19000.0
2487,2021/01/21,2021012103005168,57,1,47,190.0,8930.0
2489,2021/01/21,2021012103004846,22,42,232,190.0,44080.0
2491,2021/01/21,2021012103004692,25,56,10,190.0,1900.0
2493,2021/01/21,2021012103004598,35,54,110,190.0,20900.0
2495,2021/01/21,2021012103004544,13,39,20,190.0,3800.0
2497,2021/01/21,2021012103004247,35,6,500,190.0,95000.0
2499,2021/01/21,2021012103004186,37,57,20,191.0,3820.0
2401,2021/01/21,2021012103003921,41,59,73,190.0,13870.0
2403,2021/01/21,2021012103003743,41,1,300,190.0,57000.0
2405,2021/01/21,2021012103003709,34,32,100,190.0,19000.0
2407,2021/01/21,2021012103003454,52,55,90,190.0,17100.0
2409,2021/01/21,2021012103003195,38,58,100,188.0,18800.0
2411,2021/01/21,2021012103002952,49,36,14,186.0,2604.0
2413,2021/01/21,2021012103002882,17,56,100,186.0,18600.0
2415,2021/01/21,2021012103002582,39,43,390,184.0,71760.0
2417,2021/01/21,2021012103002494,6,43,110,184.0,20240.0
2419,2021/01/21,2021012103002362,19,42,15,183.0,2745.0
2421,2021/01/21,2021012103002250,36,43,500,184.0,92000.0
2423,2021/01/21,2021012103001768,52,26,10,180.0,1800.0
2425,2021/01/21,2021012103001676,49,26,20,180.0,3600.0
2427,2021/01/21,2021012103001480,38,46,500,182.0,91000.0
2429,2021/01/21,2021012103001430,34,46,10,184.0,1840.0
2431,2021/01/21,2021012103001388,6,55,85,185.0,15725.0
2433,2021/01/21,2021012103001348,13,57,200,185.0,37000.0
2435,2021/01/21,2021012103001308,46,48,650,186.0,120900.0
2437,2021/01/21,2021012103001140,45,16,500,188.0,94000.0
2439,2021/01/21,2021012103001089,48,55,10,189.0,1890.0
2441,2021/01/21,2021012103001010,59,49,108,190.0,20520.0
2443,2021/01/21,2021012103000992,38,1,220,192.0,42240.0
2445,2021/01/21,2021012103000937,42,8,260,193.0,50180.0
2447,2021/01/21,2021012103000911,49,51,230,192.0,44160.0
2449,2021/01/21,2021012103000884,34,49,100,190.0,19000.0
2451,2021/01/21,2021012103003843,41,57,460,191.0,87860.0
2453,2021/01/21,2021012103003742,41,39,477,190.0,90630.0
2455,2021/01/21,2021012103003708,34,58,40,190.0,7600.0
2457,2021/01/21,2021012103003453,52,41,10,189.0,1890.0
2459,2021/01/21,2021012103003194,38,55,362,188.0,68056.0
2461,2021/01/21,2021012103002885,17,36,495,186.0,92070.0
2463,2021/01/21,2021012103002881,17,55,105,186.0,19530.0
2465,2021/01/21,2021012103002560,34,43,100,184.0,18400.0
2467,2021/01/21,2021012103002493,6,43,190,184.0,34960.0
2469,2021/01/21,2021012103002361,21,43,10,184.0,1840.0
2471,2021/01/21,2021012103002133,14,45,90,183.0,16470.0
2473,2021/01/21,2021012103001760,29,51,185,177.0,32745.0
2475,2021/01/21,2021012103001675,21,26,10,180.0,1800.0
2477,2021/01/21,2021012103001479,38,46,1255,184.0,230920.0
2479,2021/01/21,2021012103001411,53,55,545,186.0,101370.0
2481,2021/01/21,2021012103001351,6,57,915,185.0,169275.0
2483,2021/01/21,2021012103001347,36,57,26,185.0,4810.0
2485,2021/01/21,2021012103001254,46,55,1000,186.0,186000.0
2487,2021/01/21,2021012103001139,45,16,115,188.0,21620.0
2489,2021/01/21,2021012103001088,49,55,200,189.0,37800.0
2491,2021/01/21,2021012103001003,59,55,730,190.0,138700.0
2493,2021/01/21,2021012103000959,57,1,20,192.0,3840.0
2495,2021/01/21,2021012103000936,42,49,740,193.0,142820.0
2497,2021/01/21,2021012103000909,59,49,162,190.0,30780.0
2499,2021/01/21,2021012103000883,43,49,23,190.0,4370.0
2501,2021/01/21,2021012103003922,1,59,210,189.0,39690.0
2503,2021/01/21,2021012103003769,41,56,150,190.0,28500.0
2505,2021/01/21,2021012103003710,34,43,150,190.0,28500.0
2507,2021/01/21,2021012103003599,8,55,100,190.0,19000.0
2509,2021/01/21,2021012103003379,50,55,200,190.0,38000.0
2511,2021/01/21,2021012103003042,19,38,100,187.0,18700.0
2513,2021/01/21,2021012103002883,17,34,200,186.0,37200.0
2515,2021/01/21,2021012103002740,48,13,245,185.0,45325.0
2517,2021/01/21,2021012103002498,58,43,50,184.0,9200.0
2519,2021/01/21,2021012103002430,19,43,200,184.0,36800.0
2521,2021/01/21,2021012103002280,14,26,10,183.0,1830.0
2523,2021/01/21,2021012103001842,8,45,10,183.0,1830.0
2525,2021/01/21,2021012103001677,42,26,10,180.0,1800.0
2527,2021/01/21,2021012103001481,14,46,100,177.0,17700.0
2529,2021/01/21,2021012103001454,34,16,990,184.0,182160.0
2531,2021/01/21,2021012103001409,53,55,395,185.0,73075.0
2533,2021/01/21,2021012103001349,50,57,100,185.0,18500.0
2535,2021/01/21,2021012103001309,4,48,300,186.0,55800.0
2537,2021/01/21,2021012103001240,21,56,100,186.0,18600.0
2539,2021/01/21,2021012103001093,58,55,10,189.0,1890.0
2541,2021/01/21,2021012103001011,48,49,892,190.0,169480.0
2543,2021/01/21,2021012103000993,38,39,10,192.0,1920.0
2545,2021/01/21,2021012103000957,49,1,60,192.0,11520.0
2547,2021/01/21,2021012103000912,49,45,10,192.0,1920.0
2549,2021/01/21,2021012103000885,21,49,100,190.0,19000.0
2551,2021/01/21,2021012103003842,41,58,40,191.0,7640.0
2553,2021/01/21,2021012103003711,34,39,600,190.0,114000.0
2555,2021/01/21,2021012103003707,34,55,110,190.0,20900.0
2557,2021/01/21,2021012103003426,39,41,200,189.0,37800.0
2559,2021/01/21,2021012103003161,45,55,300,188.0,56400.0
2561,2021/01/21,2021012103002884,17,36,100,186.0,18600.0
2563,2021/01/21,2021012103002843,52,55,300,186.0,55800.0
2565,2021/01/21,2021012103002506,4,43,350,184.0,64400.0
2567,2021/01/21,2021012103002490,54,43,100,184.0,18400.0
2569,2021/01/21,2021012103002319,14,10,96,183.0,17568.0
2571,2021/01/21,2021012103002074,1,45,50,183.0,9150.0
2573,2021/01/21,2021012103001759,21,51,15,179.0,2685.0
2575,2021/01/21,2021012103001664,21,8,10,180.0,1800.0
2577,2021/01/21,2021012103001455,38,16,395,184.0,72680.0
2579,2021/01/21,2021012103001410,53,19,60,185.0,11100.0
2581,2021/01/21,2021012103001350,1,57,40,185.0,7400.0
2583,2021/01/21,2021012103001314,1,48,50,186.0,9300.0
2585,2021/01/21,2021012103001241,46,56,350,186.0,65100.0
2587,2021/01/21,2021012103001118,11,55,10,189.0,1890.0
2589,2021/01/21,2021012103001087,48,55,108,190.0,20520.0
2591,2021/01/21,2021012103001002,38,55,270,192.0,51840.0
2593,2021/01/21,2021012103000958,40,1,200,192.0,38400.0
2595,2021/01/21,2021012103000919,35,49,500,193.0,96500.0
2597,2021/01/21,2021012103000886,29,49,30,190.0,5700.0
2599,2021/01/21,2021012103000882,32,49,500,190.0,95000.0
2501,2021/01/21,2021012103000879,57,49,500,190.0,95000.0
2503,2021/01/21,2021012103000875,29,49,1950,191.0,372450.0
2505,2021/01/21,2021012103000786,35,51,50,192.0,9600.0
2507,2021/01/21,2021012103000676,19,49,60,193.0,11580.0
2509,2021/01/21,2021012103000610,22,34,200,191.0,38200.0
2511,2021/01/21,2021012103000594,48,49,150,193.0,28950.0
2513,2021/01/21,2021012103000564,55,16,300,192.0,57600.0
2515,2021/01/21,2021012103000528,58,49,50,193.0,9650.0
2517,2021/01/21,2021012103000494,58,58,50,193.0,9650.0
2519,2021/01/21,2021012103000406,38,58,100,193.0,19300.0
2521,2021/01/21,2021012103000380,21,49,100,190.0,19000.0
2523,2021/01/21,2021012103000365,58,47,470,191.0,89770.0
2525,2021/01/21,2021012103000320,52,49,100,191.0,19100.0
2527,2021/01/21,2021012103000248,17,34,100,191.0,19100.0
2529,2021/01/21,2021012103000233,14,49,190,188.0,35720.0
2531,2021/01/21,2021012103000227,56,13,700,190.0,133000.0
2533,2021/01/21,2021012103000194,41,49,300,191.0,57300.0
2535,2021/01/21,2021012103000120,52,47,150,188.0,28200.0
2537,2021/01/21,2021012103000038,36,6,324,185.0,59940.0
2539,2021/01/21,2021012103000034,34,42,14,185.0,2590.0
2541,2021/01/21,2021012103000030,52,8,20,185.0,3700.0
2543,2021/01/20,2021012003018831,49,13,31,177.0,5487.0
2545,2021/01/20,2021012003018827,16,13,200,177.0,35400.0
2547,2021/01/20,2021012003018823,51,13,200,177.0,35400.0
2549,2021/01/20,2021012003018819,52,13,100,177.0,17700.0
2551,2021/01/21,2021012103000881,26,49,10,190.0,1900.0
2553,2021/01/21,2021012103000877,35,49,100,191.0,19100.0
2555,2021/01/21,2021012103000853,35,51,100,192.0,19200.0
2557,2021/01/21,2021012103000737,1,49,100,193.0,19300.0
2559,2021/01/21,2021012103000661,38,58,100,192.0,19200.0
2561,2021/01/21,2021012103000608,22,34,20,191.0,3820.0
2563,2021/01/21,2021012103000586,25,16,500,192.0,96000.0
2565,2021/01/21,2021012103000538,8,16,300,192.0,57600.0
2567,2021/01/21,2021012103000526,58,58,750,193.0,144750.0
2569,2021/01/21,2021012103000426,8,49,500,192.0,96000.0
2571,2021/01/21,2021012103000385,17,49,150,190.0,28500.0
2573,2021/01/21,2021012103000378,58,49,470,191.0,89770.0
2575,2021/01/21,2021012103000345,58,49,100,191.0,19100.0
2577,2021/01/21,2021012103000276,47,49,170,191.0,32470.0
2579,2021/01/21,2021012103000238,54,49,100,188.0,18800.0
2581,2021/01/21,2021012103000231,38,49,475,188.0,89300.0
2583,2021/01/21,2021012103000215,35,28,300,191.0,57300.0
2585,2021/01/21,2021012103000130,35,56,200,186.0,37200.0
2587,2021/01/21,2021012103000103,8,47,25,188.0,4700.0
2589,2021/01/21,2021012103000036,34,6,926,185.0,171310.0
2591,2021/01/21,2021012103000032,58,25,10,185.0,1850.0
2593,2021/01/20,2021012003021442,32,56,131,177.0,23187.0
2595,2021/01/20,2021012003018829,38,13,100,177.0,17700.0
2597,2021/01/20,2021012003018825,59,13,200,177.0,35400.0
2599,2021/01/20,2021012003018821,41,13,50,177.0,8850.0
2601,2021/01/21,2021012103000880,38,49,500,190.0,95000.0
2603,2021/01/21,2021012103000876,57,49,1000,191.0,191000.0
2605,2021/01/21,2021012103000787,36,51,100,192.0,19200.0
2607,2021/01/21,2021012103000701,50,49,100,193.0,19300.0
2609,2021/01/21,2021012103000611,29,34,50,191.0,9550.0
2611,2021/01/21,2021012103000607,3,34,100,192.0,19200.0
2613,2021/01/21,2021012103000578,25,16,100,192.0,19200.0
2615,2021/01/21,2021012103000534,8,49,200,193.0,38600.0
2617,2021/01/21,2021012103000517,8,39,1000,192.0,192000.0
2619,2021/01/21,2021012103000408,8,1,200,192.0,38400.0
2621,2021/01/21,2021012103000381,51,49,100,190.0,19000.0
2623,2021/01/21,2021012103000369,58,47,30,191.0,5730.0
2625,2021/01/21,2021012103000323,58,49,100,191.0,19100.0
2627,2021/01/21,2021012103000260,17,49,900,191.0,171900.0
2629,2021/01/21,2021012103000234,59,49,150,188.0,28200.0
2631,2021/01/21,2021012103000228,56,36,300,191.0,57300.0
2633,2021/01/21,2021012103000214,35,49,700,191.0,133700.0
2635,2021/01/21,2021012103000129,13,47,30,188.0,5640.0
2637,2021/01/21,2021012103000039,36,49,150,185.0,27750.0
2639,2021/01/21,2021012103000035,34,42,50,185.0,9250.0
2641,2021/01/21,2021012103000031,52,25,480,185.0,88800.0
2643,2021/01/20,2021012003021441,49,56,69,177.0,12213.0
2645,2021/01/20,2021012003018828,45,13,500,177.0,88500.0
2647,2021/01/20,2021012003018824,52,13,200,177.0,35400.0
2649,2021/01/20,2021012003018820,57,13,100,177.0,17700.0
2651,2021/01/21,2021012103000878,21,49,25,191.0,4775.0
2653,2021/01/21,2021012103000860,45,51,20,192.0,3840.0
2655,2021/01/21,2021012103000781,38,50,447,192.0,85824.0
2657,2021/01/21,2021012103000670,21,49,100,193.0,19300.0
2659,2021/01/21,2021012103000609,8,34,130,191.0,24830.0
2661,2021/01/21,2021012103000593,48,16,50,192.0,9600.0
2663,2021/01/21,2021012103000539,47,16,50,192.0,9600.0
2665,2021/01/21,2021012103000527,58,28,200,193.0,38600.0
2667,2021/01/21,2021012103000440,1,58,100,193.0,19300.0
2669,2021/01/21,2021012103000386,22,49,980,190.0,186200.0
2671,2021/01/21,2021012103000379,35,49,200,191.0,38200.0
2673,2021/01/21,2021012103000364,58,49,530,191.0,101230.0
2675,2021/01/21,2021012103000313,35,49,100,191.0,19100.0
2677,2021/01/21,2021012103000240,45,49,85,188.0,15980.0
2679,2021/01/21,2021012103000232,44,49,500,188.0,94000.0
2681,2021/01/21,2021012103000225,52,13,200,190.0,38000.0
2683,2021/01/21,2021012103000135,35,47,95,188.0,17860.0
2685,2021/01/21,2021012103000115,6,47,200,188.0,37600.0
2687,2021/01/21,2021012103000037,35,6,200,185.0,37000.0
2689,2021/01/21,2021012103000033,34,25,10,185.0,1850.0
2691,2021/01/20,2021012003022904,32,45,100,177.0,17700.0
2693,2021/01/20,2021012003018830,28,13,100,177.0,17700.0
2695,2021/01/20,2021012003018826,17,13,100,177.0,17700.0
2697,2021/01/20,2021012003018822,26,13,200,177.0,35400.0
2699,2021/01/20,2021012003018818,38,13,500,177.0,88500.0
2601,2021/01/20,2021012003018817,53,13,395,177.0,69915.0
2603,2021/01/20,2021012003018813,44,13,200,177.0,35400.0
2605,2021/01/20,2021012003016002,50,41,276,177.0,48852.0
2607,2021/01/20,2021012003015998,43,41,114,177.0,20178.0
2609,2021/01/20,2021012003014899,43,25,250,177.0,44250.0
2611,2021/01/20,2021012003012822,35,6,60,177.0,10620.0
2613,2021/01/20,2021012003012684,29,6,500,177.0,88500.0
2615,2021/01/20,2021012003012615,11,47,65,177.0,11505.0
2617,2021/01/20,2021012003012578,28,6,297,177.0,52569.0
2619,2021/01/20,2021012003012574,56,6,50,177.0,8850.0
2621,2021/01/20,2021012003012489,19,6,20,177.0,3540.0
2623,2021/01/20,2021012003012323,25,34,100,177.0,17700.0
2625,2021/01/20,2021012003012319,51,34,400,177.0,70800.0
2627,2021/01/20,2021012003012315,40,34,1000,177.0,177000.0
2629,2021/01/20,2021012003012311,3,34,100,177.0,17700.0
2631,2021/01/20,2021012003012074,26,38,300,177.0,53100.0
2633,2021/01/20,2021012003011336,21,55,297,177.0,52569.0
2635,2021/01/20,2021012003011254,22,55,653,177.0,115581.0
2637,2021/01/20,2021012003011250,28,55,100,177.0,17700.0
2639,2021/01/20,2021012003010797,51,14,1697,177.0,300369.0
2641,2021/01/20,2021012003008321,51,58,563,177.0,99651.0
2643,2021/01/20,2021012003007477,44,39,58,177.0,10266.0
2645,2021/01/20,2021012003006780,58,45,100,177.0,17700.0
2647,2021/01/20,2021012003006128,40,17,130,177.0,23010.0
2649,2021/01/20,2021012003005466,32,47,220,177.0,38940.0
2651,2021/01/20,2021012003018816,49,13,200,177.0,35400.0
2653,2021/01/20,2021012003018812,50,13,624,177.0,110448.0
2655,2021/01/20,2021012003016001,42,41,200,177.0,35400.0
2657,2021/01/20,2021012003015397,43,57,1500,177.0,265500.0
2659,2021/01/20,2021012003013041,43,32,200,177.0,35400.0
2661,2021/01/20,2021012003012821,35,6,100,177.0,17700.0
2663,2021/01/20,2021012003012683,57,6,100,177.0,17700.0
2665,2021/01/20,2021012003012607,11,1,35,177.0,6195.0
2667,2021/01/20,2021012003012577,16,6,200,177.0,35400.0
2669,2021/01/20,2021012003012573,21,6,303,177.0,53631.0
2671,2021/01/20,2021012003012488,6,6,100,177.0,17700.0
2673,2021/01/20,2021012003012322,49,34,200,177.0,35400.0
2675,2021/01/20,2021012003012318,39,34,10,177.0,1770.0
2677,2021/01/20,2021012003012314,6,34,100,177.0,17700.0
2679,2021/01/20,2021012003012310,39,34,200,177.0,35400.0
2681,2021/01/20,2021012003011339,46,55,1303,177.0,230631.0
2683,2021/01/20,2021012003011302,21,55,203,177.0,35931.0
2685,2021/01/20,2021012003011253,14,55,100,177.0,17700.0
2687,2021/01/20,2021012003011249,45,55,497,177.0,87969.0
2689,2021/01/20,2021012003010410,51,58,40,177.0,7080.0
2691,2021/01/20,2021012003008320,38,58,20,177.0,3540.0
2693,2021/01/20,2021012003007128,44,59,300,177.0,53100.0
2695,2021/01/20,2021012003006779,40,45,38,177.0,6726.0
2697,2021/01/20,2021012003006127,35,17,250,177.0,44250.0
2699,2021/01/20,2021012003005412,32,55,780,177.0,138060.0
2701,2021/01/20,2021012003018815,22,13,500,177.0,88500.0
2703,2021/01/20,2021012003018318,32,33,625,177.0,110625.0
2705,2021/01/20,2021012003016000,7,41,20,177.0,3540.0
2707,2021/01/20,2021012003015212,43,58,50,177.0,8850.0
2709,2021/01/20,2021012003013003,43,51,100,177.0,17700.0
2711,2021/01/20,2021012003012820,44,6,265,177.0,46905.0
2713,2021/01/20,2021012003012682,32,6,65,177.0,11505.0
2715,2021/01/20,2021012003012606,42,1,50,177.0,8850.0
2717,2021/01/20,2021012003012576,56,6,50,177.0,8850.0
2719,2021/01/20,2021012003012491,21,6,697,177.0,123369.0
2721,2021/01/20,2021012003012487,51,6,163,177.0,28851.0
2723,2021/01/20,2021012003012321,3,34,20,177.0,3540.0
2725,2021/01/20,2021012003012317,22,34,500,177.0,88500.0
2727,2021/01/20,2021012003012313,33,34,500,177.0,88500.0
2729,2021/01/20,2021012003012309,49,34,500,177.0,88500.0
2731,2021/01/20,2021012003011338,41,55,100,177.0,17700.0
2733,2021/01/20,2021012003011301,22,55,1297,177.0,229569.0
2735,2021/01/20,2021012003011252,45,55,50,177.0,8850.0
2737,2021/01/20,2021012003011042,45,50,200,177.0,35400.0
2739,2021/01/20,2021012003009953,51,36,200,177.0,35400.0
