#,Date,Transact. No,Buyer,Seller,Qty,Rate,Amount
1,2021/02/08,2021020803036412,35,45,50,208.0,10400.0
3,2021/02/08,2021020803034716,28,41,16,207.0,3312.0
5,2021/02/08,2021020803031376,11,11,20,208.0,4160.0
7,2021/02/08,2021020803030434,46,21,200,208.0,41600.0
9,2021/02/08,2021020803028692,39,21,10,208.0,2080.0
11,2021/02/08,2021020803027377,17,19,91,208.0,18928.0
13,2021/02/08,2021020803026702,39,25,10,208.0,2080.0
15,2021/02/08,2021020803024860,28,29,16,207.0,3312.0
17,2021/02/08,2021020803023207,35,25,30,208.0,6240.0
19,2021/02/08,2021020803023180,28,56,1214,208.0,252512.0
21,2021/02/08,2021020803020703,28,51,700,208.0,145600.0
23,2021/02/08,2021020803018514,28,56,1600,208.0,332800.0
25,2021/02/08,2021020803016484,55,56,650,209.0,135850.0
27,2021/02/08,2021020803014303,28,45,100,209.0,20900.0
29,2021/02/08,2021020803013328,55,44,200,207.0,41400.0
31,2021/02/08,2021020803010714,28,49,500,205.0,102500.0
33,2021/02/08,2021020803007039,38,36,200,208.0,41600.0
35,2021/02/08,2021020803004834,25,42,30,208.0,6240.0
37,2021/02/08,2021020803003129,8,21,140,210.0,29400.0
39,2021/02/07,2021020703032736,39,52,10,207.0,2070.0
41,2021/02/07,2021020703031989,52,52,490,206.0,100940.0
43,2021/02/07,2021020703031927,52,11,25,205.0,5125.0
45,2021/02/07,2021020703031923,52,10,529,205.0,108445.0
47,2021/02/07,2021020703031919,52,52,480,204.0,97920.0
49,2021/02/07,2021020703031479,8,13,120,202.0,24240.0
51,2021/02/08,2021020803036610,28,19,400,207.0,82800.0
53,2021/02/08,2021020803035258,39,45,10,208.0,2080.0
55,2021/02/08,2021020803031753,11,26,150,208.0,31200.0
57,2021/02/08,2021020803031024,17,21,42,208.0,8736.0
59,2021/02/08,2021020803029258,58,21,10,208.0,2080.0
61,2021/02/08,2021020803027478,49,19,122,208.0,25376.0
63,2021/02/08,2021020803027374,17,25,459,208.0,95472.0
65,2021/02/08,2021020803025556,28,33,200,207.0,41400.0
67,2021/02/08,2021020803023642,28,21,750,207.0,155250.0
69,2021/02/08,2021020803023204,28,25,201,208.0,41808.0
71,2021/02/08,2021020803020844,28,34,100,208.0,20800.0
73,2021/02/08,2021020803019029,28,11,50,208.0,10400.0
75,2021/02/08,2021020803016485,55,11,90,210.0,18900.0
77,2021/02/08,2021020803014919,55,13,42,207.0,8694.0
79,2021/02/08,2021020803014258,55,58,28,207.0,5796.0
81,2021/02/08,2021020803011314,58,49,10,207.0,2070.0
83,2021/02/08,2021020803007492,28,3,200,207.0,41400.0
85,2021/02/08,2021020803004835,52,42,170,208.0,35360.0
87,2021/02/08,2021020803003130,8,22,10,210.0,2100.0
89,2021/02/08,2021020803002316,33,8,10,210.0,2100.0
91,2021/02/07,2021020703031990,52,16,111,207.0,22977.0
93,2021/02/07,2021020703031928,52,43,490,205.0,100450.0
95,2021/02/07,2021020703031924,52,49,101,205.0,20705.0
97,2021/02/07,2021020703031920,52,34,80,204.0,16320.0
99,2021/02/07,2021020703031916,52,13,128,202.0,25856.0
101,2021/02/08,2021020803035989,39,45,10,208.0,2080.0
103,2021/02/08,2021020803031766,33,45,100,208.0,20800.0
105,2021/02/08,2021020803031375,11,56,42,208.0,8736.0
107,2021/02/08,2021020803030115,39,21,10,208.0,2080.0
109,2021/02/08,2021020803028673,28,57,28,207.0,5796.0
111,2021/02/08,2021020803027376,17,46,200,208.0,41600.0
113,2021/02/08,2021020803026066,28,49,200,207.0,41400.0
115,2021/02/08,2021020803024859,28,29,284,207.0,58788.0
117,2021/02/08,2021020803023206,38,25,200,208.0,41600.0
119,2021/02/08,2021020803021936,28,16,500,208.0,104000.0
121,2021/02/08,2021020803020002,28,8,30,208.0,6240.0
123,2021/02/08,2021020803016487,55,20,1000,210.0,210000.0
125,2021/02/08,2021020803016118,28,32,300,208.0,62400.0
127,2021/02/08,2021020803014302,28,52,2400,209.0,501600.0
129,2021/02/08,2021020803013327,55,49,430,207.0,89010.0
131,2021/02/08,2021020803008968,58,58,90,208.0,18720.0
133,2021/02/08,2021020803006840,28,45,100,207.0,20700.0
135,2021/02/08,2021020803003797,6,39,100,209.0,20900.0
137,2021/02/08,2021020803003128,8,45,250,210.0,52500.0
139,2021/02/07,2021020703032374,17,33,50,206.0,10300.0
141,2021/02/07,2021020703031952,39,52,10,206.0,2060.0
143,2021/02/07,2021020703031926,52,57,300,205.0,61500.0
145,2021/02/07,2021020703031922,52,52,500,205.0,102500.0
147,2021/02/07,2021020703031918,52,39,100,203.0,20300.0
149,2021/02/07,2021020703029409,8,13,60,203.0,12180.0
151,2021/02/08,2021020803035682,28,29,200,207.0,41400.0
153,2021/02/08,2021020803031765,11,45,350,208.0,72800.0
155,2021/02/08,2021020803031025,17,56,58,208.0,12064.0
157,2021/02/08,2021020803029873,28,45,255,207.0,52785.0
159,2021/02/08,2021020803027479,49,21,228,208.0,47424.0
161,2021/02/08,2021020803027375,17,49,250,208.0,52000.0
163,2021/02/08,2021020803026026,28,45,50,207.0,10350.0
165,2021/02/08,2021020803024539,28,7,266,207.0,55062.0
167,2021/02/08,2021020803023205,51,25,100,208.0,20800.0
169,2021/02/08,2021020803021021,28,35,80,208.0,16640.0
171,2021/02/08,2021020803019515,28,40,225,208.0,46800.0
173,2021/02/08,2021020803016486,55,34,10,210.0,2100.0
175,2021/02/08,2021020803015064,28,17,200,207.0,41400.0
177,2021/02/08,2021020803014301,28,59,1000,209.0,209000.0
179,2021/02/08,2021020803013326,55,41,300,206.0,61800.0
181,2021/02/08,2021020803008967,58,36,10,208.0,2080.0
183,2021/02/08,2021020803005390,52,36,30,208.0,6240.0
185,2021/02/08,2021020803003131,8,11,410,210.0,86100.0
187,2021/02/08,2021020803003127,8,8,190,210.0,39900.0
189,2021/02/07,2021020703031991,52,52,4399,207.0,910593.0
191,2021/02/07,2021020703031929,52,45,170,205.0,34850.0
193,2021/02/07,2021020703031925,52,29,1087,205.0,222835.0
195,2021/02/07,2021020703031921,52,35,250,204.0,51000.0
197,2021/02/07,2021020703031917,52,17,40,203.0,8120.0
199,2021/02/07,2021020703028952,39,52,10,204.0,2040.0
101,2021/02/07,2021020703028724,17,8,543,203.0,110229.0
103,2021/02/07,2021020703027974,17,58,77,203.0,15631.0
105,2021/02/07,2021020703027274,39,45,67,202.0,13534.0
107,2021/02/07,2021020703026667,21,3,500,201.0,100500.0
109,2021/02/07,2021020703025733,21,45,486,201.0,97686.0
111,2021/02/07,2021020703023706,41,33,25,200.0,5000.0
113,2021/02/07,2021020703023702,35,33,10,200.0,2000.0
115,2021/02/07,2021020703023680,1,52,66,201.0,13266.0
117,2021/02/07,2021020703021776,55,52,250,201.0,50250.0
119,2021/02/07,2021020703019879,58,6,100,201.0,20100.0
121,2021/02/07,2021020703016918,52,45,100,201.0,20100.0
123,2021/02/07,2021020703015078,28,32,400,205.0,82000.0
125,2021/02/07,2021020703015074,28,28,100,204.0,20400.0
127,2021/02/07,2021020703015070,28,39,100,203.0,20300.0
129,2021/02/07,2021020703014125,48,49,66,203.0,13398.0
131,2021/02/07,2021020703012917,28,45,33,200.0,6600.0
133,2021/02/07,2021020703008094,28,14,50,200.0,10000.0
135,2021/02/07,2021020703006819,28,36,310,200.0,62000.0
137,2021/02/07,2021020703004856,46,14,10,202.0,2020.0
139,2021/02/04,2021020403024467,14,21,90,202.0,18180.0
141,2021/02/04,2021020403024134,45,46,50,202.0,10100.0
143,2021/02/04,2021020403020337,17,1,610,201.0,122610.0
145,2021/02/04,2021020403018147,50,16,97,202.0,19594.0
147,2021/02/04,2021020403017799,17,45,15,202.0,3030.0
149,2021/02/04,2021020403017375,17,45,500,202.0,101000.0
151,2021/02/07,2021020703027976,17,6,300,203.0,60900.0
153,2021/02/07,2021020703027972,17,52,490,203.0,99470.0
155,2021/02/07,2021020703027195,29,45,300,202.0,60600.0
157,2021/02/07,2021020703026221,21,41,187,201.0,37587.0
159,2021/02/07,2021020703023985,17,33,230,200.0,46000.0
161,2021/02/07,2021020703023704,48,33,100,200.0,20000.0
163,2021/02/07,2021020703023682,1,45,14,201.0,2814.0
165,2021/02/07,2021020703023131,51,39,970,200.0,194000.0
167,2021/02/07,2021020703020495,58,52,121,201.0,24321.0
169,2021/02/07,2021020703017925,58,3,50,201.0,10050.0
171,2021/02/07,2021020703015080,28,58,423,205.0,86715.0
173,2021/02/07,2021020703015076,28,38,200,204.0,40800.0
175,2021/02/07,2021020703015072,28,41,400,204.0,81600.0
177,2021/02/07,2021020703014334,17,39,50,203.0,10150.0
179,2021/02/07,2021020703014040,34,48,10,203.0,2030.0
181,2021/02/07,2021020703009826,28,3,1000,200.0,200000.0
183,2021/02/07,2021020703007590,28,28,172,200.0,34400.0
185,2021/02/07,2021020703005187,6,36,300,200.0,60000.0
187,2021/02/07,2021020703001067,20,43,10,205.0,2050.0
189,2021/02/04,2021020403024349,14,49,60,202.0,12120.0
191,2021/02/04,2021020403023013,45,6,50,202.0,10100.0
193,2021/02/04,2021020403018696,17,43,63,201.0,12663.0
195,2021/02/04,2021020403017972,50,45,93,202.0,18786.0
197,2021/02/04,2021020403017752,11,1,15,202.0,3030.0
199,2021/02/04,2021020403017308,34,1,1000,201.0,201000.0
201,2021/02/07,2021020703027975,17,22,490,203.0,99470.0
203,2021/02/07,2021020703027935,39,52,10,203.0,2030.0
205,2021/02/07,2021020703026993,21,45,23,201.0,4623.0
207,2021/02/07,2021020703025734,21,14,50,201.0,10050.0
209,2021/02/07,2021020703023707,49,33,40,200.0,8000.0
211,2021/02/07,2021020703023703,22,33,25,200.0,5000.0
213,2021/02/07,2021020703023681,1,4,20,201.0,4020.0
215,2021/02/07,2021020703022196,51,58,30,200.0,6000.0
217,2021/02/07,2021020703020008,58,57,80,201.0,16080.0
219,2021/02/07,2021020703017924,35,3,450,201.0,90450.0
221,2021/02/07,2021020703015079,28,16,90,205.0,18450.0
223,2021/02/07,2021020703015075,28,41,1000,204.0,204000.0
225,2021/02/07,2021020703015071,28,48,26,203.0,5278.0
227,2021/02/07,2021020703014126,48,22,38,204.0,7752.0
229,2021/02/07,2021020703013376,28,28,190,200.0,38000.0
231,2021/02/07,2021020703009427,28,28,154,200.0,30800.0
233,2021/02/07,2021020703006820,28,56,60,200.0,12000.0
235,2021/02/07,2021020703004889,46,36,90,202.0,18180.0
237,2021/02/04,2021020403025302,17,6,150,201.0,30150.0
239,2021/02/04,2021020403024135,14,46,50,202.0,10100.0
241,2021/02/04,2021020403021916,20,22,10,203.0,2030.0
243,2021/02/04,2021020403018340,53,16,103,202.0,20806.0
245,2021/02/04,2021020403017892,17,45,499,202.0,100798.0
247,2021/02/04,2021020403017376,17,1,500,202.0,101000.0
249,2021/02/04,2021020403017307,35,1,200,201.0,40200.0
251,2021/02/07,2021020703028028,39,52,10,204.0,2040.0
253,2021/02/07,2021020703027973,17,42,100,203.0,20300.0
255,2021/02/07,2021020703027196,29,45,150,202.0,30300.0
257,2021/02/07,2021020703026519,21,17,20,201.0,4020.0
259,2021/02/07,2021020703024952,17,45,100,200.0,20000.0
261,2021/02/07,2021020703023705,21,33,50,200.0,10000.0
263,2021/02/07,2021020703023701,45,33,170,200.0,34000.0
265,2021/02/07,2021020703023132,45,39,30,200.0,6000.0
267,2021/02/07,2021020703021775,21,52,25,201.0,5025.0
269,2021/02/07,2021020703018436,20,45,100,202.0,20200.0
271,2021/02/07,2021020703016240,34,45,50,202.0,10100.0
273,2021/02/07,2021020703015077,28,25,1000,205.0,205000.0
275,2021/02/07,2021020703015073,28,22,442,204.0,90168.0
277,2021/02/07,2021020703014918,56,39,100,203.0,20300.0
279,2021/02/07,2021020703014124,48,48,16,203.0,3248.0
281,2021/02/07,2021020703010446,28,26,100,200.0,20000.0
283,2021/02/07,2021020703007774,28,45,150,200.0,30000.0
285,2021/02/07,2021020703005188,49,36,300,200.0,60000.0
287,2021/02/07,2021020703002677,32,40,28,201.0,5628.0
289,2021/02/04,2021020403024393,20,22,10,203.0,2030.0
291,2021/02/04,2021020403023918,45,47,400,202.0,80800.0
293,2021/02/04,2021020403018845,17,43,63,201.0,12663.0
295,2021/02/04,2021020403018118,50,34,10,202.0,2020.0
297,2021/02/04,2021020403017798,17,1,485,202.0,97970.0
299,2021/02/04,2021020403017309,57,1,200,201.0,40200.0
201,2021/02/04,2021020403014987,21,28,84,201.0,16884.0
203,2021/02/04,2021020403014445,34,1,100,201.0,20100.0
205,2021/02/04,2021020403008866,37,28,100,200.0,20000.0
207,2021/02/04,2021020403007851,37,19,67,200.0,13400.0
209,2021/02/04,2021020403007847,5,19,15,202.0,3030.0
211,2021/02/04,2021020403003883,21,14,1110,203.0,225330.0
213,2021/02/04,2021020403001676,5,38,100,202.0,20200.0
215,2021/02/03,2021020303026262,45,42,58,202.0,11716.0
217,2021/02/03,2021020303025307,59,14,32,203.0,6496.0
219,2021/02/03,2021020303024940,34,28,76,201.0,15276.0
221,2021/02/03,2021020303024867,34,28,24,201.0,4824.0
223,2021/02/03,2021020303023633,42,22,554,202.0,111908.0
225,2021/02/03,2021020303022596,3,52,338,200.0,67600.0
227,2021/02/03,2021020303022592,53,52,250,201.0,50250.0
229,2021/02/03,2021020303022588,39,52,239,201.0,48039.0
231,2021/02/03,2021020303021783,48,50,300,201.0,60300.0
233,2021/02/03,2021020303021687,35,56,50,203.0,10150.0
235,2021/02/03,2021020303017970,52,22,150,203.0,30450.0
237,2021/02/03,2021020303016887,33,13,25,204.0,5100.0
239,2021/02/03,2021020303014951,36,56,240,204.0,48960.0
241,2021/02/03,2021020303014724,37,56,300,205.0,61500.0
243,2021/02/03,2021020303013061,17,34,400,206.0,82400.0
245,2021/02/03,2021020303011344,52,17,80,203.0,16240.0
247,2021/02/03,2021020303009427,55,48,106,207.0,21942.0
249,2021/02/03,2021020303007609,26,48,50,207.0,10350.0
251,2021/02/04,2021020403015365,21,37,489,203.0,99267.0
253,2021/02/04,2021020403014446,29,1,10,201.0,2010.0
255,2021/02/04,2021020403012582,29,13,51,203.0,10353.0
257,2021/02/04,2021020403007879,42,41,100,203.0,20300.0
259,2021/02/04,2021020403007848,38,19,200,202.0,40400.0
261,2021/02/04,2021020403006184,21,28,91,203.0,18473.0
263,2021/02/04,2021020403002199,5,58,500,202.0,101000.0
265,2021/02/03,2021020303026489,33,52,50,205.0,10250.0
267,2021/02/03,2021020303025308,59,14,66,203.0,13398.0
269,2021/02/03,2021020303024941,17,28,306,201.0,61506.0
271,2021/02/03,2021020303024873,34,14,32,203.0,6496.0
273,2021/02/03,2021020303024864,58,28,20,204.0,4080.0
275,2021/02/03,2021020303023319,28,22,50,202.0,10100.0
277,2021/02/03,2021020303022593,40,52,700,201.0,140700.0
279,2021/02/03,2021020303022589,49,52,200,201.0,40200.0
281,2021/02/03,2021020303022179,52,22,108,202.0,21816.0
283,2021/02/03,2021020303021688,49,56,200,202.0,40400.0
285,2021/02/03,2021020303019164,52,41,150,203.0,30450.0
287,2021/02/03,2021020303016888,52,13,225,203.0,45675.0
289,2021/02/03,2021020303015017,52,56,1210,203.0,245630.0
291,2021/02/03,2021020303014752,45,56,200,204.0,40800.0
293,2021/02/03,2021020303014272,17,38,800,205.0,164000.0
295,2021/02/03,2021020303011858,28,42,100,205.0,20500.0
297,2021/02/03,2021020303009428,55,50,108,207.0,22356.0
299,2021/02/03,2021020303008291,5,1,70,204.0,14280.0
301,2021/02/04,2021020403016007,36,1,100,202.0,20200.0
303,2021/02/04,2021020403014479,21,1,30,201.0,6030.0
305,2021/02/04,2021020403013574,17,19,650,200.0,130000.0
307,2021/02/04,2021020403007908,17,52,500,203.0,101500.0
309,2021/02/04,2021020403007850,53,19,260,200.0,52000.0
311,2021/02/04,2021020403007229,5,45,300,202.0,60600.0
313,2021/02/04,2021020403003402,5,16,20,202.0,4040.0
315,2021/02/04,2021020403001266,5,42,41,202.0,8282.0
317,2021/02/03,2021020303025698,55,32,2000,202.0,404000.0
319,2021/02/03,2021020303025128,17,34,250,201.0,50250.0
321,2021/02/03,2021020303024939,43,28,100,201.0,20100.0
323,2021/02/03,2021020303024866,34,28,100,202.0,20200.0
325,2021/02/03,2021020303023533,14,22,50,202.0,10100.0
327,2021/02/03,2021020303022595,7,52,500,200.0,100000.0
329,2021/02/03,2021020303022591,10,52,100,201.0,20100.0
331,2021/02/03,2021020303022346,39,6,261,201.0,52461.0
333,2021/02/03,2021020303021690,48,56,61,201.0,12261.0
335,2021/02/03,2021020303021686,42,56,150,203.0,30450.0
337,2021/02/03,2021020303017909,52,38,386,203.0,78358.0
339,2021/02/03,2021020303016368,52,11,75,203.0,15225.0
341,2021/02/03,2021020303014754,14,56,250,204.0,51000.0
343,2021/02/03,2021020303014723,42,56,200,205.0,41000.0
345,2021/02/03,2021020303013060,17,14,300,205.0,61500.0
347,2021/02/03,2021020303011343,48,17,20,203.0,4060.0
349,2021/02/03,2021020303009426,55,49,166,206.0,34196.0
351,2021/02/04,2021020403015419,21,1,390,203.0,79170.0
353,2021/02/04,2021020403014447,51,1,260,201.0,52260.0
355,2021/02/04,2021020403012766,29,39,299,203.0,60697.0
357,2021/02/04,2021020403007907,17,41,351,203.0,71253.0
359,2021/02/04,2021020403007849,52,19,108,201.0,21708.0
361,2021/02/04,2021020403006327,21,41,49,203.0,9947.0
363,2021/02/04,2021020403002391,5,26,24,202.0,4848.0
365,2021/02/03,2021020303026968,51,52,300,205.0,61500.0
367,2021/02/03,2021020303025361,59,52,10,205.0,2050.0
369,2021/02/03,2021020303025024,17,28,100,201.0,20100.0
371,2021/02/03,2021020303024938,34,28,18,203.0,3654.0
373,2021/02/03,2021020303024865,42,28,56,202.0,11312.0
375,2021/02/03,2021020303023485,42,38,40,201.0,8040.0
377,2021/02/03,2021020303022594,16,52,500,200.0,100000.0
379,2021/02/03,2021020303022590,21,52,100,201.0,20100.0
381,2021/02/03,2021020303022345,48,6,139,201.0,27939.0
383,2021/02/03,2021020303021689,21,56,50,202.0,10100.0
385,2021/02/03,2021020303021685,52,56,124,203.0,25172.0
387,2021/02/03,2021020303017908,59,38,3000,203.0,609000.0
389,2021/02/03,2021020303016223,33,11,25,204.0,5100.0
391,2021/02/03,2021020303014753,51,56,500,204.0,102000.0
393,2021/02/03,2021020303014722,17,56,500,205.0,102500.0
395,2021/02/03,2021020303012937,28,14,200,205.0,41000.0
397,2021/02/03,2021020303011283,53,8,100,205.0,20500.0
399,2021/02/03,2021020303008292,48,1,80,203.0,16240.0
301,2021/02/03,2021020303007608,42,48,50,207.0,10350.0
303,2021/02/03,2021020303000012,6,45,10,219.0,2190.0
305,2021/02/02,2021020203025075,53,35,100,209.0,20900.0
307,2021/02/02,2021020203021827,1,11,119,207.0,24633.0
309,2021/02/02,2021020203021823,57,11,1526,208.0,317408.0
311,2021/02/02,2021020203020471,39,44,10,211.0,2110.0
313,2021/02/02,2021020203019914,21,29,190,210.0,39900.0
315,2021/02/02,2021020203018509,39,39,10,209.0,2090.0
317,2021/02/02,2021020203016523,57,13,200,208.0,41600.0
319,2021/02/02,2021020203014976,40,56,325,210.0,68250.0
321,2021/02/02,2021020203013885,57,41,200,210.0,42000.0
323,2021/02/02,2021020203010965,32,19,100,208.0,20800.0
325,2021/02/02,2021020203010765,39,26,25,210.0,5250.0
327,2021/02/02,2021020203008872,49,45,40,210.0,8400.0
329,2021/02/02,2021020203008022,55,56,200,210.0,42000.0
331,2021/02/02,2021020203007314,55,44,400,210.0,84000.0
333,2021/02/02,2021020203006513,39,40,50,212.0,10600.0
335,2021/02/02,2021020203004791,28,32,61,210.0,12810.0
337,2021/02/02,2021020203003728,58,49,300,209.0,62700.0
339,2021/02/02,2021020203002412,39,41,130,207.0,26910.0
341,2021/02/02,2021020203001933,39,39,10,207.0,2070.0
343,2021/02/02,2021020203001233,8,49,100,210.0,21000.0
345,2021/02/02,2021020203000712,38,17,100,211.0,21100.0
347,2021/02/02,2021020203000258,22,16,100,215.0,21500.0
349,2021/02/01,2021020103022895,39,39,10,213.0,2130.0
351,2021/02/03,2021020303001987,58,10,70,215.0,15050.0
353,2021/02/02,2021020203025640,58,35,740,209.0,154660.0
355,2021/02/02,2021020203024224,1,17,100,207.0,20700.0
357,2021/02/02,2021020203021825,35,11,500,208.0,104000.0
359,2021/02/02,2021020203021360,50,11,47,210.0,9870.0
361,2021/02/02,2021020203019916,21,47,100,210.0,21000.0
363,2021/02/02,2021020203019276,21,39,205,209.0,42845.0
365,2021/02/02,2021020203017740,21,39,30,209.0,6270.0
367,2021/02/02,2021020203015497,57,45,25,208.0,5200.0
369,2021/02/02,2021020203014974,57,26,25,210.0,5250.0
371,2021/02/02,2021020203010967,20,19,242,207.0,50094.0
373,2021/02/02,2021020203010963,32,19,100,209.0,20900.0
375,2021/02/02,2021020203010693,22,54,10,210.0,2100.0
377,2021/02/02,2021020203008491,45,19,100,210.0,21000.0
379,2021/02/02,2021020203007790,55,28,200,210.0,42000.0
381,2021/02/02,2021020203006793,55,32,129,210.0,27090.0
383,2021/02/02,2021020203006248,55,47,500,211.0,105500.0
385,2021/02/02,2021020203004174,28,52,739,210.0,155190.0
387,2021/02/02,2021020203003392,22,49,100,210.0,21000.0
389,2021/02/02,2021020203002369,39,1,100,207.0,20700.0
391,2021/02/02,2021020203001674,52,54,20,210.0,4200.0
393,2021/02/02,2021020203000811,26,29,500,208.0,104000.0
395,2021/02/02,2021020203000353,39,50,490,211.0,103390.0
397,2021/02/01,2021020103023998,5,35,35,214.0,7490.0
399,2021/02/01,2021020103022728,39,58,74,209.0,15466.0
401,2021/02/03,2021020303001986,58,51,30,210.0,6300.0
403,2021/02/02,2021020203025589,58,35,50,209.0,10450.0
405,2021/02/02,2021020203022258,39,35,10,210.0,2100.0
407,2021/02/02,2021020203021824,54,11,2000,208.0,416000.0
409,2021/02/02,2021020203020826,28,11,300,210.0,63000.0
411,2021/02/02,2021020203019915,21,21,51,210.0,10710.0
413,2021/02/02,2021020203018723,46,39,500,209.0,104500.0
415,2021/02/02,2021020203017465,21,39,100,209.0,20900.0
417,2021/02/02,2021020203015300,40,45,75,210.0,15750.0
419,2021/02/02,2021020203014366,57,34,50,210.0,10500.0
421,2021/02/02,2021020203010966,39,19,200,207.0,41400.0
423,2021/02/02,2021020203010962,5,19,28,209.0,5852.0
425,2021/02/02,2021020203008886,39,45,60,210.0,12600.0
427,2021/02/02,2021020203008490,55,19,228,210.0,47880.0
429,2021/02/02,2021020203007684,55,34,18,210.0,3780.0
431,2021/02/02,2021020203006514,39,17,50,212.0,10600.0
433,2021/02/02,2021020203006247,55,42,500,210.0,105000.0
435,2021/02/02,2021020203003729,22,49,99,209.0,20691.0
437,2021/02/02,2021020203002413,11,41,70,207.0,14490.0
439,2021/02/02,2021020203001993,28,6,100,211.0,21100.0
441,2021/02/02,2021020203001594,26,1,500,208.0,104000.0
443,2021/02/02,2021020203000743,57,29,500,208.0,104000.0
445,2021/02/02,2021020203000352,41,50,10,211.0,2110.0
447,2021/02/01,2021020103023259,39,39,10,215.0,2150.0
449,2021/02/01,2021020103022727,39,35,100,208.0,20800.0
451,2021/02/03,2021020303005256,51,57,100,211.0,21100.0
453,2021/02/02,2021020203025641,58,40,10,209.0,2090.0
455,2021/02/02,2021020203024525,47,35,100,209.0,20900.0
457,2021/02/02,2021020203021826,20,11,258,207.0,53406.0
459,2021/02/02,2021020203021822,3,11,250,209.0,52250.0
461,2021/02/02,2021020203020262,59,6,500,210.0,105000.0
463,2021/02/02,2021020203019415,39,29,10,210.0,2100.0
465,2021/02/02,2021020203017792,57,41,249,208.0,51792.0
467,2021/02/02,2021020203016013,11,39,155,209.0,32395.0
469,2021/02/02,2021020203014975,57,56,475,210.0,99750.0
471,2021/02/02,2021020203013884,57,17,250,210.0,52500.0
473,2021/02/02,2021020203010964,11,19,230,209.0,48070.0
475,2021/02/02,2021020203010764,39,54,40,210.0,8400.0
477,2021/02/02,2021020203008492,5,19,972,209.0,203148.0
479,2021/02/02,2021020203007791,55,59,425,210.0,89250.0
481,2021/02/02,2021020203006902,55,58,400,210.0,84000.0
483,2021/02/02,2021020203006512,39,41,158,212.0,33496.0
485,2021/02/02,2021020203004175,28,13,100,210.0,21000.0
487,2021/02/02,2021020203003683,39,52,200,210.0,42000.0
489,2021/02/02,2021020203002372,39,39,10,207.0,2070.0
491,2021/02/02,2021020203001852,39,54,80,210.0,16800.0
493,2021/02/02,2021020203001012,39,10,100,210.0,21000.0
495,2021/02/02,2021020203000618,39,32,10,211.0,2110.0
497,2021/02/02,2021020203000069,38,49,300,215.0,64500.0
499,2021/02/01,2021020103022729,39,43,218,209.0,45562.0
401,2021/02/01,2021020103022724,39,56,150,207.0,31050.0
403,2021/02/01,2021020103022720,39,42,500,205.0,102500.0
405,2021/02/01,2021020103022716,39,32,650,204.0,132600.0
407,2021/02/01,2021020103021565,4,1,50,200.0,10000.0
409,2021/02/01,2021020103021097,17,26,310,203.0,62930.0
411,2021/02/01,2021020103019512,58,26,80,205.0,16400.0
413,2021/02/01,2021020103017861,41,48,197,199.0,39203.0
415,2021/02/01,2021020103017516,41,32,490,198.0,97020.0
417,2021/02/01,2021020103017074,39,14,500,197.0,98500.0
419,2021/02/01,2021020103017070,39,52,900,197.0,177300.0
421,2021/02/01,2021020103017066,39,17,50,196.0,9800.0
423,2021/02/01,2021020103014517,21,55,500,194.0,97000.0
425,2021/02/01,2021020103011736,6,52,200,195.0,39000.0
427,2021/02/01,2021020103011251,7,13,227,195.0,44265.0
429,2021/02/01,2021020103009260,52,52,1210,193.0,233530.0
431,2021/02/01,2021020103007888,38,52,100,193.0,19300.0
433,2021/02/01,2021020103007805,28,38,97,195.0,18915.0
435,2021/02/01,2021020103007256,19,6,200,194.0,38800.0
437,2021/02/01,2021020103006317,43,48,100,193.0,19300.0
439,2021/02/01,2021020103003202,39,38,56,194.0,10864.0
441,2021/02/01,2021020103002713,6,41,100,193.0,19300.0
443,2021/01/31,2021013103026054,22,57,100,196.0,19600.0
445,2021/01/31,2021013103025246,29,25,530,195.0,103350.0
447,2021/01/31,2021013103024647,52,39,300,194.0,58200.0
449,2021/01/31,2021013103024549,33,53,50,194.0,9700.0
451,2021/02/01,2021020103022726,39,36,500,208.0,104000.0
453,2021/02/01,2021020103022722,39,13,400,206.0,82400.0
455,2021/02/01,2021020103022718,39,55,1000,205.0,205000.0
457,2021/02/01,2021020103022714,39,26,90,203.0,18270.0
459,2021/02/01,2021020103021563,41,1,10,201.0,2010.0
461,2021/02/01,2021020103020172,53,32,100,203.0,20300.0
463,2021/02/01,2021020103019229,39,26,10,205.0,2050.0
465,2021/02/01,2021020103017708,6,39,100,199.0,19900.0
467,2021/02/01,2021020103017134,58,39,10,195.0,1950.0
469,2021/02/01,2021020103017072,39,14,280,197.0,55160.0
471,2021/02/01,2021020103017068,39,29,19,196.0,3724.0
473,2021/02/01,2021020103017064,39,47,2991,196.0,586236.0
475,2021/02/01,2021020103013643,52,43,100,193.0,19300.0
477,2021/02/01,2021020103011381,58,52,500,193.0,96500.0
479,2021/02/01,2021020103009262,17,52,440,192.0,84480.0
481,2021/02/01,2021020103009258,51,52,100,194.0,19400.0
483,2021/02/01,2021020103007886,14,52,1000,193.0,193000.0
485,2021/02/01,2021020103007325,51,49,267,195.0,52065.0
487,2021/02/01,2021020103007095,19,49,500,195.0,97500.0
489,2021/02/01,2021020103005422,52,40,90,194.0,17460.0
491,2021/02/01,2021020103002880,10,38,100,194.0,19400.0
493,2021/02/01,2021020103002375,13,57,466,194.0,90404.0
495,2021/01/31,2021013103025248,17,25,370,195.0,72150.0
497,2021/01/31,2021013103024805,29,55,28,195.0,5460.0
