#,Date,Transact. No,Buyer,Seller,Qty,Rate,Amount
1,2021/02/01,2.02E+15,45,1,10,20001,200010
2,2021/02/01,2.02E+15,58,34,10,20002,200020
3,2021/02/01,2.02E+15,42,40,10,20245,202450
4,2021/02/01,2.02E+15,42,41,10,20245,202450
5,2021/02/01,2.02E+15,16,58,19,20245,384655
6,2021/02/01,2.02E+15,42,55,10,20003,200030
7,2021/02/01,2.02E+15,42,34,10,19849,198490
1,2021/02/02,2.02E+15,35,59,10,20000,200000
2,2021/02/02,2.02E+15,35,59,10,19800,198000
3,2021/02/02,2.02E+15,59,59,10,20200,202000
4,2021/02/02,2.02E+15,42,59,10,19997,199970
5,2021/02/02,2.02E+15,6,37,10,19605,196050
6,2021/02/02,2.02E+15,6,42,10,20000,200000
1,2021/02/03,2.02E+15,44,50,10,19600,196000
2,2021/02/03,2.02E+15,38,50,10,19700,197000
3,2021/02/03,2.02E+15,38,49,10,19700,197000
4,2021/02/03,2.02E+15,38,51,10,19700,197000
1,2021/02/04,2.02E+15,38,7,10,19800,198000
2,2021/02/04,2.02E+15,56,39,10,19401,194010
3,2021/02/04,2.02E+15,56,16,20,19500,390000
4,2021/02/04,2.02E+15,52,34,20,19500,390000
5,2021/02/04,2.02E+15,14,41,10,19500,195000
6,2021/02/04,2.02E+15,58,14,10,19550,195500
7,2021/02/04,2.02E+15,42,14,10,19650,196500
1,2021/02/07,2.02E+15,13,6,10,20022,200220
2,2021/02/07,2.02E+15,37,54,10,20400,204000
3,2021/02/07,2.02E+15,21,13,10,20430,204300
4,2021/02/07,2.02E+15,28,13,18,20300,365400
5,2021/02/07,2.02E+15,13,49,10,20196,201960
6,2021/02/07,2.02E+15,13,45,10,20150,201500
7,2021/02/07,2.02E+15,13,39,10,20000,200000
8,2021/02/07,2.02E+15,13,44,10,20000,200000
9,2021/02/07,2.02E+15,13,7,10,20000,200000
1,2021/02/08,2.02E+15,13,47,10,19990,199900
2,2021/02/08,2.02E+15,41,34,10,19985,199850
3,2021/02/08,2.02E+15,34,58,10,20000,200000
4,2021/02/08,2.02E+15,13,58,10,20000,200000
5,2021/02/08,2.02E+15,13,50,10,20000,200000
6,2021/02/08,2.02E+15,41,50,10,20000,200000
1,2021/02/09,2.02E+15,13,41,10,20150,201500
2,2021/02/09,2.02E+15,55,50,10,20000,200000
1,2021/02/10,2.02E+15,42,22,10,20100,201000
2,2021/02/10,2.02E+15,42,45,10,20000,200000
3,2021/02/10,2.02E+15,49,32,10,19900,199000
4,2021/02/10,2.02E+15,58,18,10,20100,201000
5,2021/02/10,2.02E+15,42,18,10,20149,201490
1,2021/02/11,2.02E+15,38,57,10,19700,197000
2,2021/02/11,2.02E+15,17,57,10,19700,197000
3,2021/02/11,2.02E+15,17,59,10,19700,197000
4,2021/02/11,2.02E+15,17,49,10,19700,197000
5,2021/02/11,2.02E+15,17,28,10,19700,197000
6,2021/02/11,2.02E+15,42,28,10,20000,200000
7,2021/02/11,2.02E+15,42,6,10,20000,200000
8,2021/02/11,2.02E+15,58,32,10,20000,200000
9,2021/02/11,2.02E+15,17,14,10,19700,197000
1,2021/02/14,2.02E+15,42,22,10,19500,195000
2,2021/02/14,2.02E+15,52,6,10,19500,195000
3,2021/02/14,2.02E+15,21,45,10,19251,192510
4,2021/02/14,2.02E+15,17,35,10,19500,195000
5,2021/02/14,2.02E+15,17,56,30,19500,585000
6,2021/02/14,2.02E+15,17,55,10,19500,195000
1,2021/02/15,2.02E+15,49,1,10,19600,196000
2,2021/02/15,2.02E+15,44,45,10,19500,195000
3,2021/02/15,2.02E+15,55,45,10,19500,195000
1,2021/02/16,2.02E+15,35,34,10,19570,195700
2,2021/02/16,2.02E+15,35,25,10,19700,197000
3,2021/02/16,2.02E+15,35,22,10,19650,196500
4,2021/02/16,2.02E+15,58,41,10,19650,196500
5,2021/02/16,2.02E+15,55,49,10,19650,196500
1,2021/02/17,2.02E+15,35,22,20,19510,390200
2,2021/02/17,2.02E+15,5,49,10,19400,194000
3,2021/02/17,2.02E+15,36,49,10,19584,195840
4,2021/02/17,2.02E+15,55,46,10,19690,196900
5,2021/02/17,2.02E+15,36,49,10,19584,195840
6,2021/02/17,2.02E+15,35,39,10,19200,192000
7,2021/02/17,2.02E+15,6,51,10,19185,191850
1,2021/02/18,2.02E+15,35,49,10,19899,198990
2,2021/02/18,2.02E+15,51,22,10,19890,198900
3,2021/02/18,2.02E+15,55,44,10,19800,198000
4,2021/02/18,2.02E+15,35,8,10,19850,198500
5,2021/02/18,2.02E+15,35,28,10,19840,198400
6,2021/02/18,2.02E+15,35,20,20,19800,396000
7,2021/02/18,2.02E+15,35,20,20,19700,394000
8,2021/02/18,2.02E+15,55,22,10,19660,196600
9,2021/02/18,2.02E+15,55,20,10,19500,195000
1,2021/02/22,2.02E+15,42,56,10,20275,202750
2,2021/02/22,2.02E+15,13,41,10,20296,202960
3,2021/02/22,2.02E+15,10,21,10,20295,202950
4,2021/02/22,2.02E+15,13,45,10,20000,200000
5,2021/02/22,2.02E+15,13,56,10,20000,200000
6,2021/02/22,2.02E+15,10,56,10,20000,200000
7,2021/02/22,2.02E+15,10,34,10,19975,199750
8,2021/02/22,2.02E+15,41,6,10,19975,199750
9,2021/02/22,2.02E+15,54,34,10,19905,199050
1,2021/02/23,2.02E+15,13,42,15,19204,288060
2,2021/02/23,2.02E+15,16,42,10,19450,194500
3,2021/02/23,2.02E+15,45,42,10,19550,195500
4,2021/02/23,2.02E+15,13,33,10,19450,194500
5,2021/02/23,2.02E+15,58,56,10,19600,196000
6,2021/02/23,2.02E+15,17,17,10,19595,195950
7,2021/02/23,2.02E+15,52,48,10,19401,194010
8,2021/02/23,2.02E+15,53,21,10,19401,194010
9,2021/02/23,2.02E+15,6,17,10,19473,194730
10,2021/02/23,2.02E+15,19,28,10,19474,194740
11,2021/02/23,2.02E+15,44,17,10,19475,194750
12,2021/02/23,2.02E+15,21,17,10,19476,194760
13,2021/02/23,2.02E+15,19,17,10,19485,194850
14,2021/02/23,2.02E+15,13,36,10,19870,198700
1,2021/02/24,2.02E+15,45,5,10,19700,197000
2,2021/02/24,2.02E+15,26,17,10,19750,197500
3,2021/02/24,2.02E+15,32,17,20,19600,392000
4,2021/02/24,2.02E+15,59,17,10,19600,196000
5,2021/02/24,2.02E+15,32,17,20,19600,392000
6,2021/02/24,2.02E+15,16,17,20,19580,391600
7,2021/02/24,2.02E+15,16,17,10,19500,195000
8,2021/02/24,2.02E+15,44,43,10,18900,189000
1,2021/03/01,2.02E+15,42,16,10,19500,195000
2,2021/03/01,2.02E+15,40,42,20,19759,395180
1,2021/03/02,2.02E+15,43,50,10,18728,187280
2,2021/03/02,2.02E+15,13,50,30,18729,561870
3,2021/03/02,2.02E+15,45,50,10,19110,191100
4,2021/03/02,2.02E+15,38,50,10,19110,191100
5,2021/03/02,2.02E+15,54,50,10,19121,191210
1,2021/03/03,2.02E+15,57,33,10,18728,187280
2,2021/03/03,2.02E+15,52,33,10,18728,187280
1,2021/03/04,2.02E+15,44,5,10,18722,187220
2,2021/03/04,2.02E+15,55,33,10,19101,191010
1,2021/03/07,2.02E+15,6,13,10,18450,184500
1,2021/03/09,2.02E+15,58,17,10,18450,184500
1,2021/03/10,2.02E+15,57,43,10,19184,191840
2,2021/03/10,2.02E+15,45,33,10,18809,188090
3,2021/03/10,2.02E+15,55,33,10,18809,188090
4,2021/03/10,2.02E+15,55,57,10,18800,188000
1,2021/03/14,2.02E+15,38,35,10,18900,189000
2,2021/03/14,2.02E+15,58,6,10,18620,186200
3,2021/03/14,2.02E+15,43,57,10,18802,188020
4,2021/03/14,2.02E+15,43,50,10,18803,188030
5,2021/03/14,2.02E+15,55,59,10,19000,190000
1,2021/03/15,2.02E+15,13,49,10,19200,192000
2,2021/03/15,2.02E+15,47,57,10,18900,189000
1,2021/03/16,2.02E+15,26,6,10,19400,194000
2,2021/03/16,2.02E+15,11,54,10,19584,195840
3,2021/03/16,2.02E+15,40,54,10,19584,195840
1,2021/03/17,2.02E+15,41,21,10,19350,193500
2,2021/03/17,2.02E+15,45,45,10,19351,193510
3,2021/03/17,2.02E+15,32,43,10,19700,197000
1,2021/03/18,2.02E+15,8,58,10,18965,189650
2,2021/03/18,2.02E+15,58,42,20,18966,379320
3,2021/03/18,2.02E+15,43,42,10,19000,190000
1,2021/03/21,2.02E+15,7,22,10,19500,195000
2,2021/03/21,2.02E+15,13,53,10,19727,197270
3,2021/03/21,2.02E+15,13,14,10,19341,193410
1,2021/03/22,2.02E+15,13,22,10,19600,196000
1,2021/03/23,2.02E+15,25,22,10,19210,192100
1,2021/03/24,2.02E+15,13,43,10,19869,198690
2,2021/03/24,2.02E+15,13,43,10,19700,197000
3,2021/03/24,2.02E+15,13,28,10,19690,196900
4,2021/03/24,2.02E+15,13,44,10,19700,197000
5,2021/03/24,2.02E+15,13,38,10,19594,195940
6,2021/03/24,2.02E+15,13,44,10,19500,195000
7,2021/03/24,2.02E+15,44,49,10,19499,194990
8,2021/03/24,2.02E+15,13,58,11,19490,214390
9,2021/03/24,2.02E+15,13,45,10,19490,194900
10,2021/03/24,2.02E+15,13,28,10,19480,194800
11,2021/03/24,2.02E+15,13,41,10,19400,194000
12,2021/03/24,2.02E+15,6,26,10,19500,195000
1,2021/03/25,2.02E+15,13,54,10,19900,199000
2,2021/03/25,2.02E+15,55,8,10,19600,196000
3,2021/03/25,2.02E+15,16,5,10,19990,199900
4,2021/03/25,2.02E+15,13,40,10,19990,199900
5,2021/03/25,2.02E+15,13,52,10,19900,199000
1,2021/03/29,2.02E+15,13,58,10,20100,201000
2,2021/03/29,2.02E+15,13,58,10,19900,199000
3,2021/03/29,2.02E+15,13,32,10,19900,199000
4,2021/03/29,2.02E+15,19,32,10,19900,199000
5,2021/03/29,2.02E+15,19,52,10,19900,199000
6,2021/03/29,2.02E+15,13,45,10,19800,198000
7,2021/03/29,2.02E+15,25,45,10,19800,198000
8,2021/03/29,2.02E+15,39,16,10,19800,198000
9,2021/03/29,2.02E+15,58,52,10,20000,200000
10,2021/03/29,2.02E+15,55,21,10,20199,201990
1,2021/03/30,2.02E+15,13,34,10,20400,204000
2,2021/03/30,2.02E+15,56,35,10,20100,201000
1,2021/04/01,2.02E+15,13,6,10,20300,203000
2,2021/04/01,2.02E+15,13,45,10,20196,201960
3,2021/04/01,2.02E+15,13,10,10,20192,201920
4,2021/04/01,2.02E+15,13,57,10,20180,201800
5,2021/04/01,2.02E+15,13,5,10,20180,201800
6,2021/04/01,2.02E+15,17,10,10,19800,198000
7,2021/04/01,2.02E+15,25,39,10,19797,197970
8,2021/04/01,2.02E+15,53,39,10,20000,200000
9,2021/04/01,2.02E+15,28,28,50,20100,1005000
10,2021/04/01,2.02E+15,13,57,10,20200,202000
1,2021/04/04,2.02E+15,13,29,10,20190,201900
2,2021/04/04,2.02E+15,13,52,10,20000,200000
3,2021/04/04,2.02E+15,46,28,10,19905,199050
4,2021/04/04,2.02E+15,13,28,10,19910,199100
5,2021/04/04,2.02E+15,13,19,10,20000,200000
1,2021/04/05,2.02E+15,8,28,10,19787,197870
2,2021/04/05,2.02E+15,21,28,10,19787,197870
3,2021/04/05,2.02E+15,38,28,10,19787,197870
4,2021/04/05,2.02E+15,50,28,10,19787,197870
5,2021/04/05,2.02E+15,46,28,10,19790,197900
1,2021/04/06,2.02E+15,38,49,20,20000,400000
2,2021/04/06,2.02E+15,34,49,10,20000,200000
3,2021/04/06,2.02E+15,38,35,10,20182,201820
1,2021/04/07,2.02E+15,39,55,10,19601,196010
1,2021/04/12,2.02E+15,55,50,10,19897,198970
2,2021/04/12,2.02E+15,55,17,10,19600,196000
1,2021/04/13,2.02E+15,44,29,10,19287,192870
2,2021/04/13,2.02E+15,13,38,10,19680,196800
3,2021/04/13,2.02E+15,13,59,10,19680,196800
4,2021/04/13,2.02E+15,56,56,20,20049,400980
5,2021/04/13,2.02E+15,56,58,10,20009,200090
6,2021/04/13,2.02E+15,56,25,10,20000,200000
7,2021/04/13,2.02E+15,56,58,10,19897,198970
8,2021/04/13,2.02E+15,55,13,10,19890,198900
9,2021/04/13,2.02E+15,17,41,10,19500,195000
1,2021/04/15,2.02E+15,13,45,10,19500,195000
2,2021/04/15,2.02E+15,13,16,10,19500,195000
3,2021/04/15,2.02E+15,19,10,10,19490,194900
4,2021/04/15,2.02E+15,38,1,10,19160,191600
5,2021/04/15,2.02E+15,13,34,20,19150,383000
6,2021/04/15,2.02E+15,35,34,10,19151,191510
7,2021/04/15,2.02E+15,13,39,10,19150,191500
1,2021/04/18,2.02E+15,42,34,10,19300,193000
1,2021/04/19,2.02E+15,13,19,10,19201,192010
2,2021/04/19,2.02E+15,26,57,20,19202,384040
3,2021/04/19,2.02E+15,13,49,10,19201,192010
4,2021/04/19,2.02E+15,58,26,10,19300,193000
1,2021/04/20,2.02E+15,35,40,10,19294,192940
2,2021/04/20,2.02E+15,28,57,10,19293,192930
3,2021/04/20,2.02E+15,6,13,10,18916,189160
1,2021/04/21,2.02E+15,59,26,10,19300,193000
2,2021/04/21,2.02E+15,59,26,10,19300,193000
3,2021/04/21,2.02E+15,25,14,10,19500,195000
4,2021/04/21,2.02E+15,38,46,10,19260,192600
5,2021/04/21,2.02E+15,41,56,10,19300,193000
1,2021/04/22,2.02E+15,49,57,10,19440,194400
1,2021/04/25,2.02E+15,32,28,10,19045,190450
2,2021/04/25,2.02E+15,48,6,10,19433,194330
3,2021/04/25,2.02E+15,57,6,10,19052,190520
1,2021/04/26,2.02E+15,13,41,10,19095,190950
2,2021/04/26,2.02E+15,13,47,10,19095,190950
3,2021/04/26,2.02E+15,13,42,10,19000,190000
4,2021/04/26,2.02E+15,14,13,10,19045,190450
1,2021/04/27,2.02E+15,13,40,10,19476,194760
2,2021/04/27,2.02E+15,13,16,10,19400,194000
1,2021/04/28,2.02E+15,42,7,10,19450,194500
2,2021/04/28,2.02E+15,35,50,10,19600,196000
3,2021/04/28,2.02E+15,58,6,10,19500,195000
1,2021/04/29,2.02E+15,50,40,10,19062,190620
2,2021/04/29,2.02E+15,13,55,10,19061,190610
1,2021/05/02,2.02E+15,57,58,10,19000,190000
2,2021/05/02,2.02E+15,58,49,10,19015,190150
3,2021/05/02,2.02E+15,5,49,10,19016,190160
4,2021/05/02,2.02E+15,26,40,10,19400,194000
5,2021/05/02,2.02E+15,51,38,10,19430,194300
1,2021/05/03,2.02E+15,13,25,10,18902,189020
2,2021/05/03,2.02E+15,11,59,10,19000,190000
3,2021/05/03,2.02E+15,38,48,10,19279,192790
4,2021/05/03,2.02E+15,38,16,10,19279,192790
5,2021/05/03,2.02E+15,13,40,10,18901,189010
1,2021/05/04,2.02E+15,42,13,1,18851,18851
2,2021/05/04,2.02E+15,41,13,10,18851,188510
3,2021/05/04,2.02E+15,38,46,20,18625,372500
4,2021/05/04,2.02E+15,6,34,10,18902,189020
5,2021/05/04,2.02E+15,17,34,10,18903,189030
6,2021/05/04,2.02E+15,17,13,10,18903,189030
1,2021/05/05,2.02E+15,21,13,10,18705,187050
2,2021/05/05,2.02E+15,43,13,10,18705,187050
3,2021/05/05,2.02E+15,42,34,10,18851,188510
4,2021/05/05,2.02E+15,36,16,10,19100,191000
5,2021/05/05,2.02E+15,38,16,20,19000,380000
6,2021/05/05,2.02E+15,32,16,20,18855,377100
7,2021/05/05,2.02E+15,26,13,10,18852,188520
1,2021/05/06,2.02E+15,29,16,10,19079,190790
1,2021/05/09,2.02E+15,19,32,10,19079,190790
1,2021/05/11,2.02E+15,21,55,10,19550,195500
2,2021/05/11,2.02E+15,25,26,10,19500,195000
3,2021/05/11,2.02E+15,25,58,10,19500,195000
4,2021/05/11,2.02E+15,56,34,10,19460,194600
5,2021/05/11,2.02E+15,56,35,10,19460,194600
6,2021/05/11,2.02E+15,56,35,10,19450,194500
7,2021/05/11,2.02E+15,16,14,10,19444,194440
8,2021/05/11,2.02E+15,16,47,10,19444,194440
9,2021/05/11,2.02E+15,26,19,16,19400,310400
10,2021/05/11,2.02E+15,25,29,10,19300,193000
11,2021/05/11,2.02E+15,28,58,10,19079,190790
1,2021/05/12,2.02E+15,49,16,10,21430,214300
2,2021/05/12,2.02E+15,49,34,10,21420,214200
3,2021/05/12,2.02E+15,49,25,10,21419,214190
4,2021/05/12,2.02E+15,49,57,10,21400,214000
5,2021/05/12,2.02E+15,49,46,10,21400,214000
6,2021/05/12,2.02E+15,49,55,10,21200,212000
7,2021/05/12,2.02E+15,49,58,10,21095,210950
8,2021/05/12,2.02E+15,50,56,10,21015,210150
9,2021/05/12,2.02E+15,50,46,10,21012,210120
10,2021/05/12,2.02E+15,50,21,10,21000,210000
11,2021/05/12,2.02E+15,50,10,10,21000,210000
12,2021/05/12,2.02E+15,50,13,10,20980,209800
13,2021/05/12,2.02E+15,51,56,20,20751,415020
14,2021/05/12,2.02E+15,51,56,10,20751,207510
15,2021/05/12,2.02E+15,45,26,10,21000,210000
16,2021/05/12,2.02E+15,51,17,20,21000,420000
17,2021/05/12,2.02E+15,51,56,10,21000,210000
18,2021/05/12,2.02E+15,19,56,10,21015,210150
19,2021/05/12,2.02E+15,22,56,35,21010,735350
20,2021/05/12,2.02E+15,51,56,50,21011,1050550
21,2021/05/12,2.02E+15,51,17,10,21011,210110
22,2021/05/12,2.02E+15,45,10,10,21002,210020
23,2021/05/12,2.02E+15,22,3,10,21000,210000
24,2021/05/12,2.02E+15,42,3,10,21005,210050
25,2021/05/12,2.02E+15,51,25,25,21425,535625
26,2021/05/12,2.02E+15,51,56,10,21420,214200
27,2021/05/12,2.02E+15,51,20,25,21400,535000
28,2021/05/12,2.02E+15,51,26,10,21400,214000
29,2021/05/12,2.02E+15,51,17,10,21400,214000
30,2021/05/12,2.02E+15,51,17,10,21450,214500
31,2021/05/12,2.02E+15,50,44,10,21500,215000
32,2021/05/12,2.02E+15,19,13,10,21505,215050
33,2021/05/12,2.02E+15,51,58,10,21157,211570
34,2021/05/12,2.02E+15,51,45,10,21157,211570
35,2021/05/12,2.02E+15,51,42,10,21156,211560
36,2021/05/12,2.02E+15,51,13,20,21156,423120
37,2021/05/12,2.02E+15,58,58,10,20742,207420
38,2021/05/12,2.02E+15,26,45,10,20743,207430
39,2021/05/12,2.02E+15,55,28,10,20743,207430
40,2021/05/12,2.02E+15,55,13,10,20743,207430
41,2021/05/12,2.02E+15,55,13,10,20337,203370
42,2021/05/12,2.02E+15,55,13,10,20337,203370
43,2021/05/12,2.02E+15,43,14,10,20337,203370
44,2021/05/12,2.02E+15,55,10,10,19939,199390
45,2021/05/12,2.02E+15,55,10,10,19939,199390
46,2021/05/12,2.02E+15,45,48,10,19939,199390
47,2021/05/12,2.02E+15,45,43,10,19930,199300
48,2021/05/12,2.02E+15,49,49,200,19550,3910000
49,2021/05/12,2.02E+15,8,17,10,19300,193000
50,2021/05/12,2.02E+15,49,25,10,19200,192000
51,2021/05/12,2.02E+15,42,17,10,19300,193000
52,2021/05/12,2.02E+15,43,25,10,19159,191590
53,2021/05/12,2.02E+15,35,25,20,19160,383200
54,2021/05/12,2.02E+15,43,25,10,19175,191750
55,2021/05/12,2.02E+15,22,45,10,19550,195500
1,2021/05/13,2.02E+15,57,6,10,21100,211000
2,2021/05/13,2.02E+15,35,6,10,21500,215000
3,2021/05/13,2.02E+15,35,6,10,21420,214200
4,2021/05/13,2.02E+15,29,59,20,21200,424000
5,2021/05/13,2.02E+15,50,58,10,20999,209990
6,2021/05/13,2.02E+15,45,6,10,21000,210000
7,2021/05/13,2.02E+15,44,38,10,21000,210000
8,2021/05/13,2.02E+15,53,8,10,21420,214200
9,2021/05/13,2.02E+15,51,13,10,21410,214100
10,2021/05/13,2.02E+15,20,13,10,20993,209930
11,2021/05/13,2.02E+15,50,13,10,21421,214210
12,2021/05/13,2.02E+15,26,13,10,21858,218580
13,2021/05/13,2.02E+15,41,26,10,21860,218600
14,2021/05/13,2.02E+15,29,56,10,22260,222600
15,2021/05/13,2.02E+15,17,6,10,22263,222630
16,2021/05/13,2.02E+15,36,50,10,22717,227170
17,2021/05/13,2.02E+15,38,59,10,22717,227170
18,2021/05/13,2.02E+15,38,19,10,22717,227170
19,2021/05/13,2.02E+15,44,56,10,22295,222950
20,2021/05/13,2.02E+15,20,56,10,22295,222950
21,2021/05/13,2.02E+15,26,54,10,23180,231800
22,2021/05/13,2.02E+15,26,26,10,23180,231800
23,2021/05/13,2.02E+15,22,57,10,22740,227400
24,2021/05/13,2.02E+15,20,16,10,22800,228000
25,2021/05/13,2.02E+15,22,37,10,22740,227400
26,2021/05/13,2.02E+15,22,37,10,22740,227400
27,2021/05/13,2.02E+15,25,39,10,22295,222950
28,2021/05/13,2.02E+15,52,13,10,22295,222950
29,2021/05/13,2.02E+15,19,10,10,22295,222950
30,2021/05/13,2.02E+15,49,26,10,21859,218590
31,2021/05/13,2.02E+15,22,13,10,21858,218580
32,2021/05/13,2.02E+15,22,46,10,21858,218580
1,2021/05/16,2.02E+15,35,49,20,21300,426000
2,2021/05/16,2.02E+15,57,45,10,21300,213000
3,2021/05/16,2.02E+15,35,45,10,21250,212500
4,2021/05/16,2.02E+15,35,49,10,21100,211000
5,2021/05/16,2.02E+15,50,56,10,21100,211000
6,2021/05/16,2.02E+15,50,3,10,20990,209900
7,2021/05/16,2.02E+15,44,11,10,20950,209500
8,2021/05/16,2.02E+15,58,56,10,21000,210000
9,2021/05/16,2.02E+15,38,56,10,21200,212000
10,2021/05/16,2.02E+15,20,56,10,21130,211300
11,2021/05/16,2.02E+15,8,56,10,21150,211500
12,2021/05/16,2.02E+15,25,42,10,21350,213500
13,2021/05/16,2.02E+15,58,46,10,21300,213000
14,2021/05/16,2.02E+15,58,42,10,21250,212500
15,2021/05/16,2.02E+15,11,50,10,21250,212500
1,2021/05/17,2.02E+15,35,26,16,21030,336480
2,2021/05/17,2.02E+15,35,16,19,21000,399000
3,2021/05/17,2.02E+15,44,35,10,21000,210000
4,2021/05/17,2.02E+15,20,16,10,20900,209000
5,2021/05/17,2.02E+15,53,45,10,20920,209200
6,2021/05/17,2.02E+15,20,55,10,20900,209000
7,2021/05/17,2.02E+15,25,21,10,21000,210000
8,2021/05/17,2.02E+15,45,14,10,21000,210000
9,2021/05/17,2.02E+15,44,57,10,21217,212170
10,2021/05/17,2.02E+15,8,5,10,21650,216500
1,2021/05/18,2.02E+15,35,41,10,21070,210700
2,2021/05/18,2.02E+15,35,26,10,21065,210650
3,2021/05/18,2.02E+15,35,38,10,21000,210000
4,2021/05/18,2.02E+15,20,38,10,21025,210250
5,2021/05/18,2.02E+15,20,55,10,21025,210250
6,2021/05/18,2.02E+15,58,25,10,21000,210000
7,2021/05/18,2.02E+15,51,22,10,20613,206130
8,2021/05/18,2.02E+15,44,22,10,20615,206150
9,2021/05/18,2.02E+15,49,22,10,20615,206150
10,2021/05/18,2.02E+15,20,22,10,20616,206160
11,2021/05/18,2.02E+15,44,22,10,20620,206200
12,2021/05/18,2.02E+15,44,49,10,20700,207000
13,2021/05/18,2.02E+15,7,25,10,21000,210000
14,2021/05/18,2.02E+15,10,25,10,21010,210100
15,2021/05/18,2.02E+15,44,17,10,21100,211000
1,2021/05/19,2.02E+15,35,53,10,20899,208990
2,2021/05/19,2.02E+15,35,51,10,20895,208950
3,2021/05/19,2.02E+15,50,51,10,20651,206510
4,2021/05/19,2.02E+15,38,51,10,20652,206520
5,2021/05/19,2.02E+15,44,45,10,20700,207000
6,2021/05/19,2.02E+15,45,45,10,20710,207100
1,2021/05/20,2.02E+15,35,22,15,20483,307245
2,2021/05/20,2.02E+15,50,22,10,20483,204830
3,2021/05/20,2.02E+15,34,22,10,20485,204850
4,2021/05/20,2.02E+15,42,22,10,20500,205000
5,2021/05/20,2.02E+15,40,52,10,20490,204900
6,2021/05/20,2.02E+15,45,19,10,20500,205000
7,2021/05/20,2.02E+15,44,19,10,20500,205000
8,2021/05/20,2.02E+15,44,56,10,20708,207080
9,2021/05/20,2.02E+15,19,22,10,21130,211300
1,2021/05/23,2.02E+15,14,55,10,20150,201500
2,2021/05/23,2.02E+15,14,32,10,20300,203000
3,2021/05/23,2.02E+15,49,38,10,20350,203500
4,2021/05/23,2.02E+15,14,58,10,20400,204000
1,2021/05/24,2.02E+15,57,16,10,20150,201500
2,2021/05/24,2.02E+15,48,51,20,20141,402820
3,2021/05/24,2.02E+15,34,51,10,20141,201410
4,2021/05/24,2.02E+15,42,51,20,20200,404000
5,2021/05/24,2.02E+15,57,51,10,20210,202100
6,2021/05/24,2.02E+15,57,35,10,20552,205520
1,2021/05/25,2.02E+15,28,45,10,20000,200000
2,2021/05/25,2.02E+15,28,58,10,20000,200000
3,2021/05/25,2.02E+15,45,51,20,19900,398000
4,2021/05/25,2.02E+15,57,19,10,20141,201410
5,2021/05/25,2.02E+15,55,51,10,20000,200000
6,2021/05/25,2.02E+15,39,51,10,20141,201410
7,2021/05/25,2.02E+15,39,51,10,20141,201410
8,2021/05/25,2.02E+15,45,51,20,20142,402840
9,2021/05/25,2.02E+15,55,34,10,20552,205520
1,2021/05/27,2.02E+15,58,25,10,20000,200000
2,2021/05/27,2.02E+15,38,25,10,20011,200110
3,2021/05/27,2.02E+15,14,25,10,20050,200500
4,2021/05/27,2.02E+15,13,25,15,20080,301200
5,2021/05/27,2.02E+15,14,55,10,20399,203990
6,2021/05/27,2.02E+15,57,28,10,20400,204000
7,2021/05/27,2.02E+15,41,13,20,20400,408000
8,2021/05/27,2.02E+15,41,55,10,20350,203500
9,2021/05/27,2.02E+15,41,57,10,20300,203000
10,2021/05/27,2.02E+15,38,7,10,20100,201000
11,2021/05/27,2.02E+15,22,13,10,20069,200690
12,2021/05/27,2.02E+15,58,17,10,19676,196760
13,2021/05/27,2.02E+15,19,51,10,19700,197000
1,2021/05/30,2.02E+15,36,25,20,20200,404000
2,2021/05/30,2.02E+15,22,25,10,20303,203030
3,2021/05/30,2.02E+15,36,51,20,20300,406000
4,2021/05/30,2.02E+15,41,51,20,20375,407500
5,2021/05/30,2.02E+15,22,51,10,20380,203800
6,2021/05/30,2.02E+15,49,51,10,20390,203900
7,2021/05/30,2.02E+15,17,51,10,20395,203950
8,2021/05/30,2.02E+15,16,25,20,20500,410000
9,2021/05/30,2.02E+15,34,21,10,20790,207900
10,2021/05/30,2.02E+15,53,54,10,20500,205000
11,2021/05/30,2.02E+15,39,20,10,20800,208000
12,2021/05/30,2.02E+15,56,34,10,20800,208000
13,2021/05/30,2.02E+15,46,55,10,20800,208000
14,2021/05/30,2.02E+15,46,45,20,20799,415980
15,2021/05/30,2.02E+15,55,17,15,20500,307500
16,2021/05/30,2.02E+15,21,29,10,20400,204000
17,2021/05/30,2.02E+15,47,29,10,20400,204000
18,2021/05/30,2.02E+15,43,58,10,20400,204000
19,2021/05/30,2.02E+15,14,55,10,20399,203990
20,2021/05/30,2.02E+15,22,14,10,20000,200000
1,2021/06/01,2.02E+15,16,57,10,19894,198940
2,2021/06/01,2.02E+15,16,45,10,19950,199500
3,2021/06/01,2.02E+15,16,58,10,20000,200000
4,2021/06/01,2.02E+15,22,57,10,20000,200000
5,2021/06/01,2.02E+15,56,57,10,20000,200000
1,2021/06/02,2.02E+15,50,32,20,20000,400000
2,2021/06/02,2.02E+15,34,55,15,19891,298365
3,2021/06/02,2.02E+15,19,45,10,19501,195010
4,2021/06/02,2.02E+15,22,45,10,19600,196000
1,2021/06/03,2.02E+15,25,47,10,19826,198260
2,2021/06/03,2.02E+15,45,22,10,19900,199000
3,2021/06/03,2.02E+15,16,13,10,19901,199010
4,2021/06/03,2.02E+15,16,20,15,19900,298500
5,2021/06/03,2.02E+15,58,57,10,19900,199000
6,2021/06/03,2.02E+15,42,20,10,20000,200000
